codigo_ies,nombre_ies,tipo_finan,tipo,base,x,y,dpa_parroq,dpa_despar,dpa_canton,dpa_descan,dpa_provin,dpa_despro,dpa_anio,txt,fcode,dpa_cab,da_dist,da_zona,longitud,latitud
1002.0,ESCUELA SUPERIOR POLITECNICA DE CHIMBORAZO,PUBLICA,SEDE,Universidades y Escuelas Politécnicas,945387.79876,9951150.85063,220150.0,EL COCA (PUERTO FRANCISCO DE ORELLANA),2201.0,FRANCISCO DE ORELLANA,22.0,ORELLANA,2023.0,CABECERA CANTONAL,HA004,,22D02,2.0,-77.000568,-0.44086999997
1003.0,ESCUELA SUPERIOR POLITECNICA AGROPECUARIA DE MANABI MANUEL FELIX LOPEZ - ESPAM MFL,PUBLICA,CAMPUS,Universidades y Escuelas Politécnicas,-455786.136382,9898429.54521,200151.0,EL PROGRESO,2001.0,SAN CRISTÓBAL,20.0,GALÁPAGOS,2023.0,PARROQUIA RURAL,HA004,,20D01,5.0,-89.558277,-0.908639
1003.0,ESCUELA SUPERIOR POLITECNICA AGROPECUARIA DE MANABI MANUEL FELIX LOPEZ - ESPAM MFL,PUBLICA,SEDE,Universidades y Escuelas Politécnicas,-455786.136382,9898429.54521,200151.0,EL PROGRESO,2001.0,SAN CRISTÓBAL,20.0,GALÁPAGOS,2023.0,PARROQUIA RURAL,HA004,,20D01,5.0,-89.558277,-0.908639
1006.0,UNIVERSIDAD DE GUAYAQUIL,PUBLICA,CENTRO DE APOYO,Universidades y Escuelas Politécnicas,637488.921349,9827516.07358,120850.0,VINCES,1208.0,VINCES,12.0,LOS RÍOS,2023.0,CABECERA CANTONAL,HA004,120850.0,12D05,5.0,-79.764063,-1.56014700001
1006.0,UNIVERSIDAD DE GUAYAQUIL,PUBLICA,CENTRO DE APOYO,Universidades y Escuelas Politécnicas,779955.074008,9977337.04616,170123.0,MARISCAL SUCRE,1701.0,DISTRITO METROPOLITANO DE QUITO,17.0,PICHINCHA,2023.0,PARROQUIA URBANA,HA004,170150.0,17D05,9.0,-78.484912,-0.20483999996
1006.0,UNIVERSIDAD DE GUAYAQUIL,PUBLICA,SEDE,Universidades y Escuelas Politécnicas,637490.579468,9827497.72018,120850.0,VINCES,1208.0,VINCES,12.0,LOS RÍOS,2023.0,CABECERA CANTONAL,HA004,120850.0,12D05,5.0,-79.764048,-1.56031300003
1009.0,UNIVERSIDAD TECNICA DE MANABI,PUBLICA,EXTENSION,Universidades y Escuelas Politécnicas,597489.644574,9924067.71722,130301.0,CHONE,1303.0,CHONE,13.0,MANABÍ,2023.0,PARROQUIA URBANA,HA004,130350.0,13D07,4.0,-80.123857,-0.68690200002
1009.0,UNIVERSIDAD TECNICA DE MANABI,PUBLICA,EXTENSION,Universidades y Escuelas Politécnicas,567799.195854,9870623.55632,131302.0,LODANA,1313.0,SANTA ANA,13.0,MANABÍ,2023.0,PARROQUIA URBANA,HA004,131350.0,13D04,4.0,-80.390591,-1.170441
1009.0,UNIVERSIDAD TECNICA DE MANABI,PUBLICA,EXTENSION,Universidades y Escuelas Politécnicas,564087.964338,9931557.83497,131401.0,BAHÍA DE CARÁQUEZ,1314.0,SUCRE,13.0,MANABÍ,2023.0,PARROQUIA URBANA,HA004,131450.0,13D11,4.0,-80.424034,-0.61918600002
1009.0,UNIVERSIDAD TECNICA DE MANABI,PUBLICA,CENTRO DE APOYO,Universidades y Escuelas Politécnicas,777385.591178,9976458.67086,170130.0,SAN JUAN,1701.0,DISTRITO METROPOLITANO DE QUITO,17.0,PICHINCHA,2023.0,PARROQUIA URBANA,HA004,170150.0,17D04,9.0,-78.50798,-0.21278300004
1009.0,UNIVERSIDAD TECNICA DE MANABI,PUBLICA,CAMPUS,Universidades y Escuelas Politécnicas,777500.333828,9975905.91744,170103.0,CENTRO HISTÓRICO,1701.0,DISTRITO METROPOLITANO DE QUITO,17.0,PICHINCHA,2023.0,PARROQUIA URBANA,HA004,170150.0,17D04,9.0,-78.506949,-0.21777899997
1011.0,UNIVERSIDAD TECNICA DE MACHALA,PUBLICA,CAMPUS,Universidades y Escuelas Politécnicas,604262.740439,9607156.79268,70250.0,ARENILLAS,702.0,ARENILLAS,7.0,EL ORO,2023.0,CABECERA CANTONAL,HA004,,07D05,7.0,-80.061266,-3.55365100003
1011.0,UNIVERSIDAD TECNICA DE MACHALA,PUBLICA,CAMPUS,Universidades y Escuelas Politécnicas,616467.58805,9639122.89215,70101.0,LA PROVIDENCIA,701.0,MACHALA,7.0,EL ORO,2023.0,PARROQUIA URBANA,HA004,70150.0,07D02,7.0,-79.951704,-3.264384
1011.0,UNIVERSIDAD TECNICA DE MACHALA,PUBLICA,CAMPUS,Universidades y Escuelas Politécnicas,646959.524099,9592475.69523,71001.0,LA MATRIZ,710.0,PIÑAS,7.0,EL ORO,2023.0,PARROQUIA URBANA,HA004,71050.0,07D04,7.0,-79.67671,-3.685962
