amie,nom_institucion_educativa,te_fin,nom_estado_ie,nom_sostenimiento,oferta_1,oferta_2,oferta_3,oferta_4,nom_lengua,regimen,jurisdiccion,da_zona,da_dist,nom_distrito,dpa_parroq,dpa_despar,dpa_canton,dpa_descan,dpa_provin,dpa_despro,dpa_anio,txt,dpa_cab
17H01752,"UNIDAD EDUCATIVA ""PROFESOR PEDRO ECHEVERRIA TERÁN""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D09,TUMBACO,170157,CUMBAYÁ,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01750,UNIDAD EDUCATIVA PARTICULAR “TERRANOVA”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D09,TUMBACO,170157,CUMBAYÁ,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01749,UNIDAD EDUCATIVA SALESIANA CARDENAL SPELLMAN,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D09,TUMBACO,170157,CUMBAYÁ,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01748,"UNIDAD EDUCATIVA PARTICULAR ""JOHANNES KEPLER""",MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D05,NORTE,170170,NAYÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01747,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR “ERWIN SCHRODINGER”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D09,TUMBACO,170184,TUMBACO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01744,UNIDAD EDUCATIVA “CARLOS AGUILAR”,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D09,TUMBACO,170157,CUMBAYÁ,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01742,ESCUELA DE EDUCACIÓN BÁSICA “FRAY JODOCO RICKE”,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D09,TUMBACO,170157,CUMBAYÁ,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01741,ESCUELA DE EDUCACIÓN BÁSICA “CARMEN AMELIA HIDALGO”,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D09,TUMBACO,170157,CUMBAYÁ,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01740,UNIDAD EDUCATIVA “CUMBAYÁ”,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D09,TUMBACO,170157,CUMBAYÁ,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01739,"UNIDAD EDUCATIVA BILINGÜE ""SEK - LOS VALLES""",MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D09,TUMBACO,170157,CUMBAYÁ,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01735,UNIDAD EDUCATIVA PARTICULAR BILINGÜE “ACADEMIA MILITAR DEL VALLE”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01734,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR LEONIDAS PROAÑO,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01733,UNIDAD EDUCATIVA PARTICULAR “ROSARIO DEL ALCÁZAR No. 1”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01731,ESCUELA DE EDUCACIÓN BÁSICA FISCOMISIONAL “ALIÑAMBI”,MATRIZ,ACTIVA,FISCOMISIONAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01730,"UNIDAD EDUCATIVA PARTICULAR ""LA SALLE""",MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01729,ESCUELA DE EDUCACIÓN BÁSICA “JOAQUINA GANGOTENA”,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01726,ESCUELA DE EDUCACIÓN BÁSICA “DRA. MATILDE HIDALGO DE PRÓCEL”,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01725,"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""PADRE JOSÉ LEÓN TORRES""",MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01723,UNIDAD EDUCATIVA PARTICULAR FRANZ SCHUBERT,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01722,UNIDAD EDUCATIVA PARTICULAR “GONZALO RUALES BENALCÁZAR”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01721,"UNIDAD EDUCATIVA ""THOMAS JEFFERSON""",MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01719,UNIDAD EDUCATIVA PARTICULAR “LAS AMÉRICAS DEL VALLE”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01718,UNIDAD EDUCATIVA “ABELARDO FLORES”,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01716,UNIDAD EDUCATIVA PARTICULAR “SAINT DOMINIC SCHOOL”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01714,UNIDAD EDUCATIVA “JOSÉ MARÍA VARGAS”,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01713,UNIDAD EDUCATIVA PARTICULAR “IVES JACQUES COUSTEAU”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01712,"UNIDAD EDUCATIVA DE FUERZAS ARMADAS LICEO NAVAL QUITO ""COMANDANTE CÉSAR ENDARA PEÑAHERRERA""",MATRIZ,ACTIVA,FISCOMISIONAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01711,"UNIDAD EDUCATIVA PARTICULAR ""SAN VICENTE DE PAUL""",MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01709,"ESCUELA DE EDUCACIÓN BÁSICA FISCAL ""LUCIA FRANCO DE CASTRO""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01708,UNIDAD EDUCATIVA PARTICULAR CRISTIANA HENRY DAVIS,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01707,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR GIORDANO BRUNO II,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01706,"UNIDAD EDUCATIVA FISCOMISIONAL ""SANTA TERESITA DEL VALLE"" FE Y ALEGRÍA",MATRIZ,ACTIVA,FISCOMISIONAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01705,UNIDAD EDUCATIVA “AMABLE ARÁUZ”,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01704,"UNIDAD EDUCATIVA DE FUERZAS ARMADAS LICEO NAVAL QUITO ""COMANDANTE CESAR ENDARA PEÑAHERRERA""",MATRIZ,ACTIVA,FISCOMISIONAL,ORDINARIA,,,,ESPAÑOL,COSTA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01701,NICOLAS AGUILERA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01700,"ESCUELA DE EDUCACIÓN BÁSICA FISCAL ""PATRONATO NACIONAL DEL NIÑO""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01699,"ESCUELA DE EDUCACIÓN BÁSICA FISCAL ""GENERAL MARCO AURELIO SUBÍA MARTÍNEZ""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01698,"UNIDAD EDUCATIVA FISCAL ""LUCILA SANTOS DE AROSEMENA""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D04,CENTRO,170125,PUENGASÍ,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H01697,UNIDAD EDUCATIVA PARTICULAR “BORJA MONTSERRAT”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01696,UNIDAD EDUCATIVA PARTICULAR “MERCEDES DE JESÚS MOLINA Nº 2”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01694,"ESCUELA DE EDUCACIÓN BÁSICA ""GENERAL NUMACURO""",MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01686,CENTRO DE EDUCACIÓN INICIAL PARTICULAR “JOSÉ MARTÍ”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01684,UNIDAD EDUCATIVA “SAN LUIS GONZAGA”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01680,"UNIDAD EDUCATIVA FISCOMISIONAL ""JOSÉ MARÍA VÉLAZ, S.J"". EXTENSIÓN EDUCATIVA 100-CENTRO DEL MUCHACHO TRABAJADOR",EXTENSIÓN,ACTIVA,FISCOMISIONAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D03,LA DELICIA,170124,PONCEANO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H01660,UNIDAD EDUCATIVA FISCAL CONOCOTO,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D08,LOS CHILLOS,170156,CONOCOTO,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01658,"UNIDAD EDUCATIVA MUNICIPAL ""CALDERÓN""",MATRIZ,ACTIVA,MUNICIPAL,ORDINARIA,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01650,CENTRO DE EDUCACIÓN INICIAL FISCAL ANTIOQUIA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01645,ESCUELA DE EDUCACIÓN BÁSICA FISCAL NICOLAS JIMENEZ,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01644,UNIDAD EDUCATIVA PARTICULAR “CARLOS ALVAREZ MIÑO – SUIZO”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,NO ESCOLARIZADA,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01641,CENTRO DE EDUCACIÓN INICIAL JULIO ZABALA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01640,UNIDAD EDUCATIVA PARTICULAR PROFESOR LUIS MERANI,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01639,UNIDAD EDUCATIVA FISCAL ALFREDO CISNEROS,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01636,CENTRO DE EDUCACIÓN INICIAL FISCAL VIVIANA MOLINA DE BECERRA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01633,UNIDAD EDUCATIVA PARTICULAR “SAUL’O”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01631,UNIDAD EDUCATIVA FISCAL ING JUAN SUAREZ CHACON,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01630,"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""FLORENTINOS""",MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01628,"UNIDAD EDUCATIVA PARTICULAR ""DR. DANIELE SIPIONE""",MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01627,"UNIDAD EDUCATIVA PARTICULAR ""JAIME LUCIANO BALMES""",MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01625,UNIDAD EDUCATIVA PARTICULAR “MIGUEL ANGEL BUONARROTI”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01624,ESCUELA DE EDUCACIÓN BÁSICA FISCAL NAHIM ISAIAS BARQUET,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01622,"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""HAMMURABI”",MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01621,UNIDAD EDUCATIVA FISCOMISIONAL ELENA ENRIQUEZ,MATRIZ,ACTIVA,FISCOMISIONAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01620,"UNIDAD EDUCATIVA PARTICULAR ""MIGUEL DE CERVANTES SAAVEDRA""",MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01619,UNIDAD EDUCATIVA FISCAL ATAHUALPA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01614,INSTITUCIÓN EDUCATIVA FISCAL CAPITAN EDMUNDO CHIRIBOGA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01613,"ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR ""VÍCTOR GARCÍA HOZ""",MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01612,UNIDAD EDUCATIVA FISCAL ESPAÑA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01611,UNIDAD EDUCATIVA FISCAL BRETHREN,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01607,UNIDAD EDUCATIVA PARTICULAR MIGUEL ÁNGEL ASTURIAS,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01606,UNIDAD EDUCATIVA FISCAL PABLO MUÑOZ VEGA,MATRIZ,ACTIVA,FISCAL,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01602,UNIDAD EDUCATIVA PARTICULAR NUEVO ECUADOR,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01601,UNIDAD EDUCATIVA PARTICULAR “BATALLA DE JAMBELÍ”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01599,"UNIDAD EDUCATIVA PARTICULAR ""PAÚL DIRAC""",MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D07,QUITUMBE,170126,QUITUMBE,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA URBANA,170150.0
17H01597,ESCUELA DE EDUCACIÓN BÁSICA PARTICULAR “INFANCIA FELIZ”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01596,UNIDAD EDUCATIVA PARTICULAR “SAN JOSÉ DE MORÁN”,MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,ESCOLARIDAD,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01591,"ESCUELA DE EDUCACIÓN BÁSICA ""ALEJANDRO DUMAS""",MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
17H01590,"CENTRO DE DESARROLLO INTEGRAL PARA LA PRIMERA INFANCIA ""DIVINO CORAZÓN""",MATRIZ,ACTIVA,PARTICULAR,ORDINARIA,,,,ESPAÑOL,SIERRA,INTERCULTURAL,9,17D02,CALDERON,170155,CALDERÓN,1701,DISTRITO METROPOLITANO DE QUITO,17,PICHINCHA,2023,PARROQUIA RURAL,
